,name,longitude,latitude,cell
0,7 JUNI PLASSEN,10.731271500000707,59.91505960002149,12
1,ADAMSTUEN,10.734457000001543,59.93279200000635,2
2,AHO,10.75046200000931,59.92526500001666,11
3,AKER BRYGGE,10.73003455685099,59.91118372187468,12
4,AKERSELVALLMENNINGEN,10.754884663590031,59.90725889890308,9
5,AKERSGATA,10.74288279999766,59.91419709999952,9
6,ALEXANDER KIELLANDS PLASS,10.75127527227647,59.92806345261659,11
7,ANKER HOSTEL,10.75815530000234,59.91727940000602,1
8,ANKER HOTEL,10.758155300002295,59.91727940000541,1
9,ANNETTE THOMMESSENS PLASS,10.760999799997563,59.91073929999903,1
10,ARENDALSGATA,10.754099999998038,59.93779999998075,11
11,ARKADEN NORD,10.748052700000631,59.912147200007816,9
12,ARKADEN SØR,10.747858300000397,59.91196910000573,9
13,ARKITEKT RIVERTZ PLASS,10.7494660000037,59.93493600002072,11
14,BADEBAKKEN,10.760359784513748,59.94558369759284,5
15,BAK NIELS TRESCHOWS HUS NORD,10.72301679876406,59.9427714212947,6
16,BAK NIELS TRESCHOWS HUS SØR,10.723770563469392,59.942460728615735,6
17,BANKPLASSEN,10.741868999996857,59.908454000013926,9
18,BENTSEBRUGATA,10.759169999998278,59.939229999966685,5
19,BERNT ANKERS GATE,10.753706799998705,59.914788700001274,1
20,BI NYDALEN,10.768576000001952,59.94923899998273,5
21,BIRKELUNDEN,10.760926000005806,59.92561129996116,1
22,BISKOP GUNNERUS' GATE,10.752291999997388,59.91233410000661,9
23,BISLETT STADION,10.73124629792713,59.92547865543206,2
24,BISLETTGATA,10.734690061096538,59.92379237217806,2
25,BJERREGAARDS GATE,10.746058000004806,59.9254879999959,11
26,BJERREGAARDSGATE ØST,10.74976392706619,59.92718648914582,11
27,BJØLSEN MØLLE,10.768772394923898,59.939224120338146,5
28,BJØLSEN STUDENTBY,10.760187307222832,59.943767691625446,5
29,BJØLSENDUMPA,10.766122116265281,59.94033196389317,5
30,BJØRVIKA,10.756180000006964,59.909006000020476,1
31,BLINDERN STUDENTHUS,10.726476594198832,59.93522114561723,6
32,BLINDERN STUDENTPARKERING,10.720811897394604,59.94090523656098,6
33,BOGSTADVEIEN,10.72462799999703,59.92473200005887,2
34,BORGENVEIEN,10.703833031254613,59.94274210647528,0
35,BOTANISK HAGE SØR,10.76944213269012,59.9153652353205,8
36,BOTANISK HAGE SØR VEST,10.766335975893263,59.9178191656622,1
37,BOTANISK HAGE VEST,10.768953805976933,59.9201010419518,14
38,BRISKEBY,10.71797800000056,59.92021799997671,7
39,BRUGATA,10.757296758376683,59.91365927600496,1
40,BRYN T BANE,10.814199000000288,59.90923799999696,3
41,BRYNSENG T BANE,10.814300227292911,59.90919078838026,3
42,BYGDØY ALLÉ,10.692320999998376,59.919001000001884,13
43,BØKKERVEIEN,10.796014699998842,59.92737470000863,3
44,CARL BERNERS PLASS NORD,10.77697099999939,59.92692900000546,14
45,CARL BERNERS PLASS SØR,10.775995999999392,59.92507000004903,14
46,CHR MICHELSENS GATE,10.77318499999831,59.92729200001942,14
47,COLBJØRNSENS GATE,10.716870494658293,59.91731005875139,7
48,COLLETTS GATE,10.746304964565304,59.93070173133826,11
49,COLOSSEUM KINO,10.711375283455402,59.92984693434118,0
50,DET TEOLOGISKE FAKULTET,10.726471999999557,59.935341999989234,6
51,DIAKONHJEMMET,10.705433299998901,59.936327699992376,0
52,DOKKVEIEN,10.727700099994205,59.91097400004583,12
53,DOMUS ATHLETICA,10.724626314653941,59.94621938175988,6
54,DRAMMENSVEIEN,10.691147000001353,59.920403799986154,13
55,DRONNINGENS GATE,10.747293102871657,59.91138978757977,9
56,DYVEKES BRU,10.768957899999808,59.9053230000025,8
57,DÆLENENGGATA,10.767551775609654,59.92873827586729,14
58,EDVARD STORMS GATE,10.736178999999558,59.91911099997804,2
59,ELGSLETTA,10.76172450254826,59.91564920880837,1
60,ELISENBERG,10.708840000002441,59.9195240000216,7
61,ENERHAUGEN,10.767579386406712,59.913202425627304,1
62,ENSJØ T BANE,10.78976049999618,59.913189100016496,3
63,ENSJØVEIEN,10.78332726615913,59.91664957134289,8
64,FAGERHEIMGATA,10.765887943272793,59.927548765317354,14
65,FILIPSTADVEIEN,10.72087880000013,59.91022769997978,7
66,FINNMARKSGATA,10.775657999998824,59.92283900000564,14
67,FORSKNINGSVEIEN,10.713862039000134,59.94545804421759,6
68,FRAM GÅRDEN,10.71457700000454,59.915424000005885,7
69,FRED OLSENS GATE,10.749373700002348,59.91105059999974,9
70,FREDENSBORG,10.750357999994453,59.92099500003641,9
71,FRIGGFELTET,10.71146609999893,59.9327725999894,0
72,FROGNER PLASS,10.704540600006224,59.922539199982374,13
73,FROGNER STADION,10.710166701561617,59.92756204962564,0
74,FROGNER TENNISKLUBB,10.709832699998902,59.92618309999258,0
75,FROGNERBADET,10.708767000001107,59.92807999999089,0
76,FROGNERSTRANDA,10.705106100004441,59.91035580001186,13
77,FROGNERVEIEN,10.71287960000275,59.91708509998695,7
78,FRØEN T BANE,10.709698500000941,59.934735200002464,0
79,FURULUND,10.651118000000983,59.91980979999637,10
80,FYRSTIKKTORGET,10.798099208606429,59.91382043632172,3
81,FYSIKKBYGNINGEN,10.719525145052968,59.93795155123937,6
82,GALGEBERG,10.779178558651486,59.90708330782956,8
83,GAUSTAD T BANE,10.710392000000642,59.945955000002265,0
84,GEORG MORGENSTIERNES HUS,10.722975247651723,59.93902961398313,6
85,GIMLE KINO,10.708361586218986,59.917250355126065,7
86,GOETHE INSTITUT,10.760779799999964,59.91317919999797,1
87,GRENSEVEIEN,10.781671132800719,59.92463572049861,14
88,GRIFFENFELDTS GATE,10.751929899998473,59.93370259999496,11
89,GRØNLANDS TORG,10.762240000005658,59.912520000011625,1
90,GRÜNERHAGEN NORD,10.755427399999485,59.92242560000156,1
91,GUNERIUS,10.75340575554934,59.914608453699586,1
92,HALLINGS GATE,10.738654999995322,59.92277700004011,2
93,HALLÉNPARKEN,10.76216899999599,59.931530199967085,14
94,HAMMERSBORG TORG,10.74918301158753,59.916527925273016,9
95,HANS NIELSEN HAUGES PLASS,10.774318999995295,59.93924400000729,14
96,HASLE,10.7928499999986,59.92434200001219,3
97,HASLE TORG,10.792847187624814,59.923235887919446,3
98,HASLELINJE,10.799231992659404,59.92763649997316,3
99,HAUSMANNS BRU,10.759871899996964,59.91465090002426,1
100,HAUSMANNS GATE,10.758327999998125,59.91545099998474,1
101,HEDMARKSGATA,10.78388434595856,59.91178403655264,8
102,HELGA HELGESENS PLASS,10.766193900013585,59.91211090003402,1
103,HENRIK IBSENS GATE,10.722280299994457,59.915088000008,7
104,HENRIK WERGELANDS ALLÉ,10.720789400001264,59.92689419999596,0
105,HESSELBERGS GATE,10.761265771390743,59.92774803110526,14
106,HIOA,10.735427999999958,59.91992699999433,2
107,HOFF TERRASSE HOLDEPLASS,10.675571400001441,59.92729409999545,10
108,HOFFSVEIEN,10.676033900002166,59.92389800000711,10
109,HOLBERGS PLASS,10.734305099997162,59.91930949998493,2
110,HUITFELDTS GATE,10.722900299996798,59.91268440003608,7
111,HUK,10.67509599999869,59.898126000010585,4
112,HUK 1,10.674403950323214,59.89853221724123,4
113,HUK 2,10.674398461025774,59.89843428245909,4
114,HYDROPARKEN,10.715505000000118,59.914145000018486,7
115,IDIOTEN,10.736024177610703,59.931042771521724,2
116,ILA,10.748744999998042,59.93182800000029,11
117,JAKOB KIRKE,10.754897999995846,59.91786599997695,1
118,JARLSBORGVEIEN,10.675783300000495,59.930464500001975,10
119,JENNY BRAATENS PLASS,10.778370000006506,59.9283490000059,14
120,JENS BJELKES GATE,10.764158452337043,59.91917554491073,1
121,JERNBANETORGET,10.74992899999985,59.91190099996448,9
122,JESS CARLSENS GATE,10.752393900005746,59.91863589997476,1
123,JOHN COLLETTS PLASS,10.730035999996604,59.94039799998277,6
124,JORDALGATA,10.781087999995941,59.90822699999064,8
125,KAMPEN PARK ØST,10.782128999999307,59.91518200001713,8
126,KARENLYST ALLÉ,10.683813999995694,59.92033000002968,10
127,KARENSLYST ALLÉ,10.683814000000979,59.92032999999541,10
128,KIRKEGATA 15,10.743456971511481,59.91015615057436,9
129,KIRKERISTEN,10.746731534178197,59.91301190955124,9
130,KIRKEVEIEN,10.726323199341651,59.93349701970344,6
131,KJELD STUBS GATE,10.73559500000116,59.912711000004215,12
132,KLINGENBERGGATA,10.73228129169978,59.91315053407009,12
133,KONTRASKJÆRET,10.738569999994512,59.910241999984585,12
134,KREBS' GATE,10.765412999998304,59.93599499998285,5
135,KROHGSTØTTEN HOSPITAL,10.757376666842882,59.91629601075622,1
136,KVÆRNERBYEN,10.786167000008351,59.904472999994596,8
137,KVÆRNERVEIEN,10.778592132296133,59.90591083488398,8
138,KØBENHAVNGATA BUSSTOPP,10.769131254108157,59.92946280764726,14
139,LAKKEGATA,10.76221349999864,59.91720880003902,1
140,LANDSTADS GATE,10.749675499994327,59.929005000029704,11
141,LANGKAIA,10.747997700001346,59.90805520000681,9
142,LEGEVAKTEN,10.757376666842816,59.91629601075578,1
143,LILLE GRENSEN,10.74231010000192,59.91389729997278,9
144,LILLE SCHOUS PLASS,10.76062899999873,59.920258999999064,1
145,LILLEBORGBANEN,10.769110233571629,59.9336628392445,14
146,LINAAES GATE,10.745703541408474,59.91382676217827,9
147,LINDERN,10.7350062000025,59.935888299974714,6
148,LODALEN BUSSTOPP,10.777958000001444,59.90345280000404,8
149,LØRENPORTEN,10.799817484162038,59.92879292051071,3
150,LØRENVEIEN,10.791740723847496,59.93090190894485,3
151,MAILUNDVEIEN,10.772820300000516,59.930918099999026,14
152,MAJORSTUA SKOLE,10.713681599998472,59.92943509998999,0
153,MAJORSTUEN,10.71692600000703,59.92904500007389,0
154,MAJORSTUEN T BANE,10.714630150518591,59.92981651514649,0
155,MAJORSTUVEIEN,10.716194999995915,59.92669700001408,0
156,MANDALLS GATE,10.76381470000352,59.91234689998114,1
157,MARCUS THRANES GATE,10.75859027482791,59.932767622880796,11
158,MARIENLYST,10.721764849123918,59.93244069009255,6
159,MARIENLYSTPARKEN,10.723477999999888,59.9321500000066,6
160,MELTZERS GATE,10.718434499998912,59.918014100005514,7
161,MONOLITTVEIEN,10.68113799999992,59.93594699999429,10
162,MUNKEDAMSVEIEN,10.730106100002374,59.91352270000274,12
163,MUNKEGATA,10.767800000001117,59.908255000004495,8
164,MUNKEGATA TRIKKESTOPP,10.76779999999573,59.90825499996454,8
165,MYRALØKKA ØST,10.760581300004754,59.93720500001265,5
166,MØLLEPARKEN,10.755969299994605,59.928392800022195,11
167,MØLLERGATA,10.748531826286374,59.915400986508935,9
168,NEDRE SLOTTSGATE,10.743669000002065,59.91324499999662,9
169,NORDRE GATE,10.754745265357982,59.92117688837766,1
170,NORSK FOLKEMUSEUM,10.6868430000025,59.907674000010616,4
171,NYBRUA HOLDEPLASS,10.757428972016953,59.91654492608345,1
172,NYDALEN,10.766482999999507,59.95286800000448,5
173,NYLANDSVEIEN,10.762281200002802,59.91566029998233,1
174,OLAF RYES PLASS,10.758182000011915,59.922424999997055,1
175,OLAV KYRRES PLASS,10.69689530000093,59.91933370000056,13
176,OLAV VS GATE,10.73212100000054,59.91291799999908,12
177,OSCARS GATE,10.72723880000656,59.92242219997926,2
178,OSLO HANDELSGYMNASIUM,10.720201999997254,59.91430600002224,7
179,OSLO HOSPITAL,10.767339667502842,59.90318123217259,8
180,OSLO PLAZA,10.754466669519486,59.912183864280806,1
181,OSLOMET,10.735428000002573,59.91992699998422,2
182,OVER RÅDHUSGATA,10.740712900003135,59.9101207000139,9
183,PALÉHAVEN,10.750109999995384,59.91033100002526,9
184,PARKVEIEN,10.730475999997486,59.92176799997788,2
185,PILESTREDET,10.729624600001824,59.92622420001983,2
186,PILESTREDET 63,10.731362699997211,59.92388259999912,2
187,PILESTREDET STUDENTHUS,10.73428540000047,59.92055279998256,2
188,PROFESSOR ASCHEHOUGS PLASS,10.740971000000563,59.914767200009166,9
189,RIDDERVOLDPLASS,10.719641400003804,59.91914210002125,7
190,RINGNES PARK,10.759560673987279,59.92844483374711,11
191,ROLF WICKSTRØMS VEI,10.757724100001646,59.95341140000555,5
192,ROSTOCKGATA,10.760310545807537,59.90691254038476,1
193,RUSELØKKGÅRDEN,10.726382651348906,59.91353979645427,12
194,RÅDHUSBRYGGE 4,10.730377830819714,59.910847217675894,12
195,RÅDHUSGATA,10.736215000001035,59.91092399999186,12
196,SAGA KINO,10.732803587614086,59.91416161526121,12
197,SAGENE BUSSHOLDEPLASS,10.7516480000002,59.93774299998878,11
198,SALT,10.746575246555448,59.90691473709527,9
199,SCHIVES GATE,10.71405514257317,59.92089616529526,7
200,SCHOUS PLASS,10.760772529572623,59.9203213327837,1
201,SCHOUS PLASS TRIKKESTOPP,10.759485699995071,59.92072839997526,1
202,SENTRUM SCENE,10.751126762620268,59.915471402214244,9
203,SINSEN T BANE,10.780561515745857,59.93884855909085,14
204,SINSENVEIEN,10.78105299999898,59.929542000012994,14
205,SIRKUSTOMTA,10.774712000004017,59.919252000025345,8
206,SJØLYST,10.676659999998321,59.92167299998821,10
207,SJØSIDEN VED FONTENEN,10.751698750998946,59.91018085263209,9
208,SJØSIDEN VED TRAPPEN,10.751944156174464,59.91015997915781,9
209,SJØSIDEN VEST,10.751398075364758,59.9101790459662,9
210,SJØSIDEN ØST,10.751824000002745,59.91017799999305,9
211,SKARPSNOPARKEN,10.701037000000024,59.91487099999091,13
212,SKILLEBEKK,10.710115137789785,59.91277452606464,7
213,SKIPPERGATA,10.74819759999949,59.91122269999988,9
214,SKOVVEIEN,10.716348999996287,59.91633090002626,7
215,SKRÅNINGA,10.747466699999508,59.91397859996042,9
216,SKØYEN,10.679640147728612,59.922260299288475,10
217,SKØYEN STASJON,10.67871694485845,59.92269900581164,10
218,SLEMDALSVEIEN,10.714777999997063,59.93059600001513,0
219,SLOTTSPARKEN ØST,10.732128000002808,59.91748500001538,12
220,SOFIENBERGGATA,10.769989199996047,59.9212062999807,14
221,SOFIENBERGPARKEN NORD,10.766171000009585,59.923229000030915,14
222,SOFIENBERGPARKEN NORDVEST,10.761585799992053,59.924363899978715,1
223,SOFIENBERGPARKEN SØR,10.761750300001898,59.9223370000204,1
224,SOGNSVEIEN,10.732526713675993,59.94744842799911,6
225,SOMMERFRYDHAGEN,10.77607199999919,59.91145300002255,8
226,SOTAHJØRNET,10.79144820000283,59.90998220001147,3
227,SPIKERSUPPA VEST,10.735845037229089,59.913757774322235,12
228,SPIKERSUPPA ØST,10.737663000005101,59.91335999998366,12
229,ST HANSHAUGEN,10.74054200000462,59.923702999975404,2
230,ST HANSHAUGEN PARK NORD,10.743533816564348,59.92978707433634,11
231,ST HANSHAUGEN PARK SØR,10.73990899999806,59.924820999991645,2
232,ST HANSHAUGEN PARK VEST,10.738463399994272,59.926870600030725,2
233,ST OLAVS GATE,10.738608602526105,59.9179753075575,12
234,STAVANGERGATA,10.750715035622706,59.94113365144524,11
235,STENSGATA,10.73283900000217,59.92960342637342,2
236,STENSPARKEN,10.730981000000591,59.927140000029055,2
237,STJERNEPLASSEN,10.749958763650529,59.9132331660657,9
238,STOCKFLETHS GATE,10.752102900002189,59.93397540000891,11
239,STORGATA,10.751824000001994,59.914125200008705,9
240,STORO STORSENTER,10.77382683525295,59.946705381868526,5
241,STORTINGSTUNELLEN,10.737365277560636,59.91065301806376,12
242,STUDENTERLUNDEN,10.735453000001066,59.91458599997855,12
243,STUDENTPARLAMENTET,10.733356999997202,59.92085199999469,2
244,SUHMS GATE,10.726194999997508,59.92941900001887,2
245,SUKKERBITEN,10.753697381684598,59.9055018399351,9
246,SØNDRE GATE,10.757867000004508,59.91863200003437,1
247,SØRVEST FOR SLOTTSPARKEN,10.725315699999399,59.9152619999958,12
248,TANNLEGEHØYSKOLEN,10.74147499999902,59.93238300001026,11
249,THE HUB,10.750910185808355,59.912522370230896,9
250,THERESES GATE,10.731035499998738,59.926146199996175,2
251,THOMAS HEFTYES PLASS,10.703904355761479,59.91856309307141,13
252,THUNE,10.68588000000177,59.9220800000083,10
253,TIEDEMANNSPARKEN,10.793539457902584,59.92024697048753,3
254,TJUVHOLMEN,10.722508999993348,59.90946700004078,7
255,TORDENSKIOLDS GATE,10.735145737931823,59.91178383463758,12
256,TORGGATA,10.751595060166732,59.91599530888757,9
257,TORSHOVDALEN ØST,10.777573418407263,59.93284048746165,14
258,TORSHOVPARKEN VEST,10.76915000000014,59.935070000000614,14
259,TRELASTGATA,10.762591357086931,59.9079889028862,1
260,TRONDHEIMSVEIEN,10.771719200003817,59.92305770002057,14
261,TÅSEN SENTER,10.751164999997538,59.95265899998449,5
262,TÅSENLØKKA,10.748284800002976,59.94339389999166,11
263,TØYEN SKOLE,10.77397699999541,59.91494299995241,8
264,TØYENBEKKEN,10.761773600001215,59.9115944999807,1
265,TØYENPARKEN,10.777566500000713,59.91566699999427,8
266,UELANDS GATE,10.748986199995183,59.92954499998323,11
267,ULLEVÅL SYKEHUS,10.736451599995712,59.93603070004179,6
268,ULLEVÅLSALLÉEN,10.730479999998751,59.937913000001494,6
269,ULLEVÅLSVEIEN,10.739504500001072,59.924685199984836,2
270,ULVEN TORG,10.811659064487579,59.92491182378033,3
271,UNIVERSITETSGATA,10.737834990277397,59.91591543378443,12
272,URANIENBORGPARKEN,10.720896000003975,59.92248499998985,7
273,URANIENBORGVEIEN,10.726634000002495,59.920042099959794,2
274,VALKYRIEPLASSEN,10.718419999999464,59.928131900004274,0
275,VATERLANDSPARKEN,10.757334442691729,59.91352112565492,1
276,VATERLANDSPARKEN II,10.757319799999655,59.913645799999394,1
277,VESTKANTTORVET,10.713069099997984,59.92440310002089,0
278,VIA VIKA,10.727170827087189,59.91271286014493,12
279,VIPPETANGEN VEST,10.74062699999854,59.90398900001155,9
280,VIPPETANGEN ØST,10.741076999999015,59.9039890000096,9
281,VOLVAT,10.703986830692175,59.93309002618586,0
282,VULKAN,10.751010000006099,59.92250999995857,11
283,VÅLERENGA,10.78685600000199,59.908576000008736,8
284,VÅR FRELSERS GRAVLUND,10.743764621872618,59.91944043984744,9
285,VÅR FRELSERS GRAVLUND SØR,10.743828999996426,59.919462999955705,9
286,ØKERN PORTAL,10.801890966655007,59.93093395951396,3
287,ØKERNVEIEN,10.779915999999545,59.916737599997006,8
